0,0,0.51982497967992436
0,1,-0.03199622071614025
0,2,0.03103578477631478
0,3,-0.032192884722810275
0,5,-0.033003285755788689
0,6,-0.033165000035394611
0,7,-0.032249704521508021
2,30,0.010446027214582839,-0.026680520542697397,-0.011486178562535547
2,31,-0.023352263383798286,0.0086518746190209841,-0.016371993625103939
3,3,0.50398039151790042
3,4,0.029590231644234057
3,5,-0.03042121323870443
3,6,0.029518877967783134
3,7,-0.032252786741763496
3,8,-0.0,-0.031373063637657995
3,9,0.027331555858658901,-0.014688326978867112
3,10,0.027358170704876953,0.014611073164363648
3,11,-0.02430796279232543,0.018983051937267969
3,12,-0.018720700197100124,0.024760552080333342
3,13,0.015607136952747222,0.026153739496372154
3,14,-0.0,-0.030347475989405192
3,15,0.0018434567004260249,0.031188996896186046
3,16,0.015042039104089289,-0.025459736104284911
3,17,-0.024149823068184407,-0.019890304562900009
3,18,0.027624376992141195,0.010565172704907424
3,19,-0.018163553209948013,-0.025152943280145602
3,20,0.027864741228740064,0.010108124395933612
3,21,0.021423752158502552,0.02393017274960051
3,22,0.013966349283033816,-0.025821471158733858
3,23,-0.0034804304585226574,0.029559839852113256
3,24,0.019616996350736646,0.019789010773786562,-0.011954737958910071
3,25,0.014136631180957775,-0.021307941790335874,0.014439286384305198
3,27,-0.02123281622797589,-0.00012574306133880349,0.024096215101409999
3,28,-0.024156514152608378,-0.0036029867381295712,0.02015582664342146
3,29,0.02953362585697903,-0.0020351472035197676,-0.0018523007496426488
3,30,0.024044645398775991,-0.019801155630941428,0.0
3,31,-0.029540590396870514,-0.0,-0.0
4,4,0.50582870469805608
4,5,-0.036876120982522714
4,7,-0.034148682465189768
4,8,0.035112092216751579,0.0097457626087588747
4,9,0.020057881065207811,-0.022118720896609833
4,10,-0.013905278602460514,-0.029476651549739989
4,11,-0.011725581927543501,0.029093211091671189
4,14,0.024689824223793427,-0.02448803631984298
4,15,-0.029425443921826441,-0.014659767187844282
4,16,0.023579578687970282,0.027189553024129981
4,17,-0.022144926754381646,0.021202150628122755
4,18,-0.0,-0.032519918785041332
4,19,0.033229838512152651,-0.0
4,20,-0.020430537358290396,0.025682985701251947
4,21,-0.018665545957925172,0.025160279773311114
4,22,-0.0,0.032794367334040508
4,23,-0.013122785546422705,-0.026234089768881322
4,24,-0.0064525176387046253,-0.004057091681780315,-0.030070008992148449
4,25,0.0,-0.0054568346517461152,-0.033088829970350328
4,26,-0.026504602267729653,-0.0079901031206171466,0.016775204546551545
4,27,0.013905297656197732,-0.024760963188653819,0.020124088683408026
4,28,-0.018528893445190035,0.027095516502081324,0.0
4,30,-0.0045476039683931494,0.0050353934697204674,0.031581360881990983
5,5,-0.12009654844944317
5,7,0.031438865186076491
5,8,-0.017365709696839232,-0.029662273802629577
5,9,-0.0063972933715221664,-0.028664730713265332
5,10,-0.021165690221001985,0.021581595486327692
5,11,-0.0,-0.021417971204550357
5,12,-0.013772335493400721,0.032750408514318284
5,13,0.023921369584520447,-0.024461644536847092
5,14,0.006043140189084902,0.032820205528461287
5,15,0.030978418595294144,-0.011669982522106631
5,17,0.025444180032540276,0.021270833628930903
5,18,0.018397482234996865,-0.029718971536944881
5,19,-0.027965967871037997,0.017743896910679745
5,20,0.029770740040906778,-0.012474928331126669
5,21,0.0061019613548944562,0.030558842290117145
5,22,-0.0098465325018266148,0.029637472477578232
5,23,-0.017577862795550431,-0.023219050148445514
5,24,-0.022094260964168447,0.015374796272689784,-0.01771041031935898
5,27,0.0033524903420672509,-0.03154661793244503,-0.019068350882498603
5,28,0.019888660720938339,0.015293667950076589,-0.018971979474909646
5,30,-0.020953164900337926,0.013322030187140002,-0.019847111792515217
5,31,0.011264397789871417,-0.0063444270551964417,0.027302267190656961
6,6,-0.60225298315145892
6,7,-0.011311820569231967
6,8,-0.0073357847004967992,-0.034375138839877452
6,9,-0.0069935879317210934,-0.02794797491097193
6,10,-0.0,-0.032230593315755299
6,11,-0.0,-0.031280261519602316
6,12,0.0,0.036802424617005149
6,13,0.033320141191542522,0.0010390028932225402
6,14,-0.0065661189183519406,-0.034393853736900563
6,15,0.027682275545341393,0.021934033491637885
6,17,0.0,0.0331010428808763
6,18,-0.0,-0.034719078253017378
6,19,-0.0028933607358917856,-0.030544480358053169
6,20,-0.030824090231708425,-0.0
6,21,-0.018967422484371967,-0.025348916906849227
6,22,-0.0084452748925700222,0.031993930846760235
6,23,0.0096972194930300161,-0.030747846764702172
6,24,0.028513961546199684,-0.012330079101260662,0.010967182039084615
6,26,-0.017338051204159925,0.018615213580016304,-0.024967473012154101
6,27,0.014196198146038912,-0.032297686357812445,-0.0075501042435322701
6,28,0.0,-0.014669890240378982,-0.029456547943855448
6,29,-0.021946398508158584,0.026503259055143804,0.0014954218278348088
6,30,-0.025073536738766104,-0.0084750791101640844,-0.016594975226770326
7,7,-0.017050859353286985
7,8,-0.018681922929044623,0.027221006505368597
7,9,-0.005738704153784276,-0.029257856714865853
7,10,-0.014959461216570014,-0.029135002935835166
7,11,-0.033335576698417441,0.0038854857420583945
7,12,-0.031653828189017817,0.0
7,13,-0.026477791842603203,-0.018671622363551792
7,15,0.0031591108616377908,0.032745666014385111
7,16,-0.017324457703429493,-0.029240918691452424
7,17,0.021092560958350243,0.024398327593573573
7,18,0.027719368311532076,0.01476811041911256
7,19,-0.032794132584636988,0.0
7,20,0.021171560989738415,0.023939505908232274
7,21,0.016503698633130587,-0.02744730146459556
7,22,0.025837008931320286,-0.016191199995589114
7,23,-0.029710331342685314,0.0
7,24,-0.0081975735669634377,0.02715524866005559,-0.01723203682779376
7,25,-0.015113480173701113,-0.0,0.028081224073282261
7,28,0.029534858451951182,-0.0,0.0069575046054173514
7,29,0.034163535663632755,0.0040113224708044426,-0.0
7,30,0.02777953381424253,0.016941996250754664,-0.0054398462651028918
7,31,-0.0,0.028339760702413765,0.01069295908072374
8,8,2.0,-2.0
8,9,-0.020350985461522447,-0.01870328870025275,0.005263844946240488,-0.0063794239715292342
8,11,0.011598314897892389,-0.0052115091171019293,-0.0088307431762020879,0.026969824777535699
8,12,-0.020622090983551538,-0.0045987403098016509,0.028972696229481551,-0.0
8,13,0.033766490472211697,0.010897368433286885,-0.0096868740936800202,-0.0042221686480767261
8,14,-0.02772229046412638,0.0060193989652294324,0.003141394934470871,-0.015948570704036311
8,15,-0.02418300856794306,0.0094565816334829609,0.013949309157534168,-0.016905923384479361
8,17,0.020623647707477311,0.0035819779957033059,0.024415237955959256,0.0
8,18,0.01266356764720333,0.0083078860227732837,-0.029729240342195908,0.0
8,19,0.014651879725258077,0.023924417566002765,0.015564968323615746,-0.0
8,20,0.017827169041695064,-0.022189299287301546,-0.011559926853917485,-0.012755576744662638
8,21,0.00034434283856511392,0.02320764502217551,0.0,-0.018748093855811152
8,22,-0.0091829445818859962,0.02848626883225194,0.0070305819902384782,-0.011581168066815424
8,23,-0.0188301290408792,-0.017931285788547677,-0.014775420678109089,0.009068129045003254
8,24,0.014125932524990134,-0.0073322253172772344,0.0022653814321195436,0.0043893894328470304,0.017883302373754448,0.01797380452232426
8,26,0.011633158576834167,-0.00053971831788880492,0.021280708525300382,0.0067769723431036375,-0.0076427423498151847,-0.020964226272400587
8,27,-0.019120664597928223,0.011880516618427425,-0.0028507924578840002,0.0,-0.014186933006992409,-0.022256992738801818
8,30,-0.0,-0.024839400404549811,-0.010989447970407296,-0.0,0.01435924055009526,0.0098286745516848739
8,31,-0.0044571697127380079,-0.0,-0.021411578043672545,-0.018255621268467932,-0.010997201191310249,-0.0050169406580265587
9,9,2.0,-2.0
9,10,0.019629569542418551,0.021943310247020842,-0.0031351824674826162,0.0062946369539197463
9,11,-0.017118374195265674,0.0083093335677567291,-0.020083623050135231,0.0065529636453295764
9,12,-0.020160137981855064,-0.008088884924097867,0.018485565666507456,0.0076644854811902851
9,13,-0.018473407642106358,0.01291346630214074,0.012245548787202786,-0.016680416346769825
9,14,-0.0049896125041253734,-0.0,0.016640615841051837,-0.023316870113191751
9,15,0.015082478155976797,0.018466363335912041,0.01542198755545684,0.01069791466164839
9,16,-0.022331687842026181,-0.0038789687104087162,0.017492664928715731,-0.0077095010363187376
9,17,0.0074736521032693157,-0.0040565060829203274,-0.022436072963800183,0.015747975874816605
9,18,0.015077412168127002,-0.017198322742613605,-0.00057537911285334179,0.017312983462221456
9,19,0.010285281671268336,-0.020589003085736954,0.014649768690022181,-0.0120087968080298
9,20,0.02671276481674385,0.0028283600100810487,0.0044751720941434625,0.01483920326765955
9,21,0.017879260860625714,0.0048893821389630774,-0.024884096438111254,-0.0
9,22,-0.017978675096502712,0.0037263176851671694,0.024929629702144858,-0.0042300055236206028
9,23,0.017108334602285204,0.0,-0.014787565983597992,0.019081898284917517
9,24,0.016602847825424892,-0.0011548233928757516,0.016427468945789243,-0.0096614371285243181,0.0,-0.012584559365066951
9,25,-0.0016677871501875141,-0.0098688234220951163,-0.021857462539549101,-0.00016586065208902545,0.0021573133135275088,-0.015267159337232179
9,26,-0.0027323638328742854,-0.002611362830783657,-0.019555725873482241,-0.013965836056753713,-0.016512522786917522,8.8311695997470745e-05
9,27,-0.024174052408249193,-0.0031488793760179484,-0.0071676973860333318,-0.0080006580894698334,-0.0,-0.015593423127554679
9,28,0.0,-0.016865008609791399,0.017016925054413667,0.0,0.010154354257656376,0.013294630094101735
9,29,-0.0040150483837006661,-0.0007665493485165451,-0.007745961807880293,0.021834818529454184,-0.011497807532278663,0.013409420400238169
9,30,-0.0010446665972827099,0.010234012407951227,0.022417624352281069,-0.0077295157821608423,0.011589894892316597,0.0
9,31,0.010930381320504267,0.0,-0.0018004316265868257,-0.01015593733050108,-0.0074575481083273476,-0.02286378909958359
10,10,2.0,-2.0
10,11,0.019610571069393245,-0.022501677480911652,0.0032490953131665591,0.004181806293831497
10,12,-0.01813022574459797,0.0091366343703692017,-0.014987996757449534,0.016261821355477019
10,13,0.0001207431017529808,0.019791735070544034,0.017283762302032921,0.02037916941202143
10,14,0.014895535371470108,-0.015980253674380607,0.018480512035879925,0.011206423628742038
10,15,0.015655345041699867,-0.0,-0.015454775309011889,0.024271328745501242
10,16,-0.0016043822840608938,-0.017701513991923244,0.0190042653784297,-0.017008248856708798
10,17,-0.0,-0.0037515948158924435,0.0,-0.029954689914353041
10,18,0.027158622645171052,-0.0,-0.017685082866867881,0.0020341213294576112
10,19,-0.0,0.022432219445747727,-0.015794400384667784,0.017442785493967074
10,20,-0.014602152502880954,-0.0092924938392699996,0.0,-0.028347482331322494
10,21,0.00025632317938133968,-0.0,0.018446474849875074,-0.024641516991502264
10,22,-0.021483446459467183,0.0,-0.021927269808483876,-0.00048253120816272964
10,23,0.017560792510046608,0.020788212950811361,0.014196203612327186,0.0
10,24,0.013393797854348284,-0.018668279926224475,0.015483506113606616,-0.0049800536790432694,-0.013682500574311677,0.0075495376993532683
10,25,0.0,-0.020256156871406663,-0.00093669655813802147,0.014198136784974101,0.015331462444869371,0.012998302810105153
10,26,-0.0090120900898844839,0.0,-0.01988442039209282,0.0096006034932073266,-0.0086031034106510487,-0.01843518800252256
10,27,0.013329721955216312,0.0034009476687799178,-0.0016153666480714839,-0.015982578513190737,-0.0033577778945588356,-0.021814102802566192
10,28,-0.018666801419009775,-0.0088403582636278778,-0.003224545974595015,0.013266892509239698,0.001048241434359296,0.018814442987193283
10,30,-0.011210266464203256,0.0,-0.0051674606749389359,0.026582077717671505,-0.002163348808631419,-0.0092383849025182846
10,31,0.0087032692555257911,-0.0076129103486798659,0.0,0.0025747850955726219,-0.02847756013377915,-0.011309519792208305
11,11,2.0,-2.0
11,13,0.0,0.0091011499832125801,0.010920919668637001,-0.029606150294278766
11,14,0.01342726851178634,0.027749356085985572,0.0088416901650395438,-0.0099929182660309559
11,16,0.015506040347666511,-0.015149127106907155,-0.012200884179235899,-0.018913775172464915
11,17,-0.02392066791184148,0.018194078198877223,0.0,0.010547275501597659
11,19,0.0068808890500620624,-0.0070361590511492872,-0.0089249871379124338,0.030046579658099822
11,20,0.029192699814690731,0.0033963226577718286,0.00275502012806104,-0.0076385190229250931
11,21,-0.017638639066476652,-0.0099057585089390044,0.022052099421920213,-0.0014088525658174909
11,22,-0.015494892560345291,0.003818568500665987,0.019389850680938056,0.018692994577676991
11,23,-0.008507147636138768,-7.3859758836244979e-05,-0.024742587942501493,-0.014300242299473956
11,24,0.011775776765379916,0.0019099470833102202,0.0087233462395763586,-0.0049936864581708639,0.01561120503744275,-0.024920910242614811
11,25,0.0023438502543026039,-0.023479980724772288,0.016686684184827362,-0.0,0.0094377050273433943,-0.0098544699583647689
11,26,0.0073932309506035496,0.013266786547950675,0.016392086404416015,0.019771498739819853,0.0084088694887418033,-0.0047526154095579205
11,27,-0.016541830222317505,-0.01515887201773714,0.014600112905851049,0.0,-0.018880075997133955,-0.0037894487722991426
11,28,-0.0,-0.026401175090961772,-0.003779285804911557,0.0010711440747390643,-0.019379176325287469,-0.0
11,29,0.0031784414336075888,-0.0083185521394063579,0.010672742367658939,-0.0,-0.030334776928273462,-0.0047473148762120212
11,30,0.0082086809211728388,0.023793844455107526,-0.0034877836670633594,0.0,-0.007820583608044036,0.021317043766696325
11,31,-0.012721602126094729,0.0,-0.019977227351502039,-0.0082935567267784609,-0.014394644875823806,0.016102443274576793
12,12,2.0,-2.0
12,14,-0.022486010582550273,-0.013641271837517318,-0.0074882915811995453,0.018785452657371811
12,15,-0.019550774616375142,-0.00082809587000218438,0.018097046739013307,-0.019988677773477258
12,17,0.017653992156483223,-0.0026012156971853898,0.022514628739319736,0.014904696124203616
12,18,-0.015941718331055614,-0.01331298794878346,0.020473278338391798,0.02047000588176803
12,19,-0.024651002296757138,0.018474932268429056,-0.0082761409779939493,-0.0081648784262642361
12,21,-0.014540193761264598,-0.0070741712836976155,0.016267117770056752,0.020910585675075109
12,22,-0.024945811321161356,0.013364668661389214,0.0020466486964054536,-0.017319458912322568
12,23,-0.026022294511972122,0.0,-0.0068448798284947293,0.013997667484951156
12,24,0.022952361581547401,0.0,-0.0,0.007907650485913428,-0.0085146870999163668,0.020628605551560542
12,25,0.014006724264157056,-0.0056772630797505058,-0.016063272288028167,-0.024176621440942934,-0.009852145318045083,-0.00023074421167545972
12,26,-0.011747624536274181,-0.02122090703410973,0.0010060958547468627,-0.0061338012480741935,0.022038664323371104,0.0023612647404158238
12,27,0.021532640669652183,-0.02016230236066471,0.0069183603496812181,0.007191628728014903,-0.012305152689295031,0.0048791331510192803
12,28,0.015199277671309347,0.010041791646849409,-0.002218941527334851,-0.019807943838309302,0.0059713582637421613,0.012608241354782168
12,29,0.0,0.0032612534146768206,0.013575585223672654,0.024311863364927994,-0.00047000752503795868,0.021589771773614697
12,30,-0.021788937959714805,0.02199081833303199,0.0060941619387937275,-0.0088651769426512199,-0.0081667707486560593,-0.0023861009118966753
12,31,-0.00019469284109176611,0.0,-0.0,-0.0049048624128777002,0.027380001447440929,0.012308073572181695
13,13,2.0,-2.0
13,14,-0.015603676230834364,0.018803625435989912,-0.0036491119736714751,0.025271327594971558
13,17,0.01410789020332728,0.010472736613413868,-0.015159274934994547,-0.021442160097394729
13,18,-0.023977673051146526,0.011269047234716044,-0.0060374037719189188,0.02037145164514537
13,19,-0.024329094230823533,0.014355107633008646,-0.0097426631944067359,-0.011770538854523034
13,20,-0.015144936901656988,0.0043447148371891092,-0.0047352325393524098,0.02885648820548008
13,21,-0.028488596581476015,-0.0,-0.010198316642838288,-0.010010830570332994
13,22,-0.0042197313109169406,0.010740080555822906,-0.028159460666783095,-0.001386831455496078
13,23,0.023060671142764128,-0.014856982839736904,-0.0062026010518693095,-0.0084440144174394195
13,24,0.022250978106000938,0.009352944535633876,0.00068598788680038886,0.0031992241400923996,0.010805107505271397,0.018283438799570596
13,27,-0.0063365036537044485,0.015079813058659491,-0.026232995170017329,0.0079713745780836329,0.016151837321737254,-0.0054355530142064937
13,28,0.016875691707291102,-0.0031712630923027064,-0.0096876645375958952,-0.011078861810492653,-0.0075612373861443745,-0.02079896111478163
13,29,-0.022364704898947239,-0.0,0.0,-0.0034282911193144814,-0.022313597202682924,0.012981681741055521
13,30,0.011107732218176512,0.010707164820041441,-0.0,0.0,-0.022367899138136482,-0.019925666759680969
13,31,0.017374503110078838,0.0,-0.0023838554800511328,0.017612023191595196,-0.016360727099322268,-0.013088844407651937
14,14,2.0,-2.0
14,15,-0.025908138860190257,0.0045394561764318369,-0.020723765019722808,-0.011012623602951665
14,16,0.017597816516854554,0.0048699483125612527,0.019415593404841485,0.019578971097154615
14,17,-0.0062710864286083185,0.028280230537384519,-0.012607985909911633,0.0
14,18,0.017210249682796139,-0.0068017709359123307,0.018669383252865514,-0.019271901009988497
14,19,0.010180172304997738,-0.00164140915845632,-0.010133486562377371,0.026381526143335256
14,20,-0.019403978779249337,-0.017177016446122052,-0.0050960083477358913,0.01974823717051748
14,21,-0.020734720915269365,-0.00030186120446024523,-0.010289736662338695,0.018037574645363097
14,22,-0.022975274720216241,0.010331685488896005,0.011206474332674554,0.012913140901252238
14,23,0.017193284531916868,0.0014749325421642102,0.015941018336229885,0.019384020454309026
14,24,-0.0083155502835052242,-0.0025242874267618434,-0.016717331237831461,0.017811041685807764,-0.014687583630093768,0.014435694799023265
14,26,0.015893464441776396,0.012469289406589172,-0.017428832999468319,0.0076002144505206114,-0.017016238817968033,-0.0025230188587273966
14,27,0.001520601443142044,-0.022782020203530103,0.0092623084835007762,0.0062473059910742521,-0.012924935322925105,0.015165637435850879
14,28,0.00080758367555547415,0.004473266835005066,0.0076435152548786781,-0.0022222811245884732,0.024727670124768699,-0.014899977296543396
14,30,-0.0046042739185266166,-0.00056227368381612944,-0.029616759412844897,0.0073483893442353255,-0.0012581344636527871,0.012170114079470421
14,31,0.027879546457957066,0.014457983050954155,0.00017933657944011144,-0.0034937369410798979,0.0,0.0055088007770493783
15,15,2.0,-2.0
15,16,0.0,7.2771275794223937e-05,-0.033177883969623956,-0.0078511009575253764
15,17,-0.027138721447555365,0.011197354754538287,-0.014011551522516189,-0.0
15,18,-0.0071937151669708545,-0.023881651531430962,0.019543379183023079,0.0063628138712608414
15,19,0.0027059862705791104,-0.022523963521249565,-0.0036080678291747843,-0.020418546202941111
15,20,0.00072259129467825854,0.016418155241378955,0.025239889662510801,0.00018848477123235494
15,21,0.015280293209381389,0.0,-0.012525244270257011,0.023153336936770689
15,22,0.0098921078162097671,-0.013311090211409931,-0.015099246453271467,0.022372228287377179
15,23,0.0,0.0,0.031771136975542777,0.0037578521319290444
15,24,-0.0,-0.011375494973873293,0.015252921330782905,-0.019517931147550741,0.016527756769301332,0.0071037879441466925
15,25,0.0,-0.01284804839197894,-0.0023784400067569898,-0.024923835768518331,-0.0080139289319358462,-0.015633495597763804
15,26,0.015521025279408704,-0.0083072660706853697,0.010482658901802869,-0.0089296239012110357,-0.01887920348153448,0.017484315842033884
15,27,0.011873584036466303,-0.014232297978723345,0.021702965205794122,-0.0017372008826362308,0.015815129776399713,0.0084969785629994774
15,28,0.0,-0.015812171522491283,-0.00022647071109614531,-0.017301443073514673,0.010344951483898213,-0.018232948381626146
15,29,-0.018423518932682056,-0.0022701389524144365,0.0076789772904815607,0.0084410829445340924,0.018734336350060301,0.014662565031331298
15,31,0.0094177405025226771,0.019830109260947575,-0.015083755934161761,0.0071148595306682466,-0.0031774753066419483,0.011440913238125164
16,16,2.0,-2.0
16,17,0.026010653923323437,0.005235724594472818,0.015612705342434263,-0.00093690484948967274
16,19,0.017669046783234898,0.025657986605788611,0.0065456086634793935,-0.0
16,20,-0.0094448943189109243,0.013836932763379904,-0.023161204219193973,0.015060061703298258
16,21,-0.0072457763347209539,-0.0096147129745843482,-0.024868153256501276,-0.016063502343482181
16,22,0.013153620591742212,-0.0092957093474009284,0.019499097719591144,-0.019716715018983196
16,23,-0.012342262225738296,-0.011874549131809076,0.019724323502464527,0.017882356932954546
16,24,-0.0,-0.015011874510765112,-0.011791848083532184,-0.017094409551862984,0.010630781043434795,-0.012688224318918685
16,25,0.0,-0.019532646197880792,-0.013909274883246796,-0.025818168811758455,0.0095126385726500267,-0.0038642945408939177
16,26,0.01880719054505544,-0.01754873057057672,-0.0,0.0071705822483779935,0.019056365411608368,-0.0088668560013510384
16,27,-0.021575736737132818,0.01158689107026099,-0.013618061470524244,-0.015072072285514356,-0.0097549229276602603,0.01234152027470325
16,28,-0.0073200634163818343,0.020892584396834335,0.0,0.015518214234785499,0.0080152421691110243,0.015570799261775301
16,29,-0.0081498100949435603,-0.0071159737562153371,-0.0048423117861902407,0.017451272594776336,0.020396173339346978,0.02090041698067489
16,30,-0.021510912261892921,-0.0061888356710283372,0.015915262699160576,0.018501360162573345,0.0,-0.0042353121951615672
16,31,-0.012389940566891357,0.019989223810047158,0.0048200898477377945,0.0003084592498064917,-0.017495646701060324,-0.012078844841995709
17,17,2.0,-2.0
17,18,-0.02435474117765658,-0.0024368218903019876,0.0,0.017876312152674073
17,19,-0.0032915317267307983,-0.0028176572181628527,0.014316780339140911,-0.026412523202108469
17,20,-0.019789394728594943,0.01554043161212602,0.019959791363153144,-0.00042670692540617373
17,21,0.0089246884855385678,-0.022793461759047905,-0.017876172757781965,0.0
17,23,-0.022173758106666559,-0.0,0.015937814839181497,-0.013870210382598981
17,24,-0.0088046428272612349,-0.0,0.021460142843276603,0.018536675876586705,-0.012503932353853345,0.0025950313677740584
17,25,-0.014270693937718536,-0.0,-0.013542174571243437,0.015600921394763311,-0.017578341599967507,-0.011242760765822866
17,26,-0.026767746641352872,0.001975936206867365,0.012419138384141697,0.0042992158913259951,0.012090367892771806,0.0067042441059559209
17,27,-0.01933239689973856,-0.0096695152805234674,-0.0061123409058915171,0.0050013023888800358,-0.0098487003448893273,-0.021646136579327558
17,28,0.023073555201643812,-0.0,0.019361093563695388,0.0058454089103883748,0.0034046128847544702,0.010901221234857336
17,29,-0.020096958862108098,0.0,-0.0063395983819511462,-0.0,0.022435701135016799,-0.0019733802062976125
17,30,0.00063109061532868867,-0.0062716072696760482,-0.014788570324760606,-0.0016115643888259062,-0.011546842536756563,0.024386837286571539
17,31,0.012660085090649682,-0.0064976791920656023,0.0068004445567932167,-0.0031815003513701538,-0.0024377488218603259,0.027274501681819937
18,18,2.0,-2.0
18,19,0.018034438982632475,0.016787680806138398,0.0095086970434207444,-0.020238111385683048
18,21,0.004532236912168806,-0.019727332419110791,-0.0,0.02507152813040597
18,22,-0.0094302531328802272,0.0059113502147741248,0.021855929312898498,0.021445334983899819
18,23,0.0064344076632156235,0.019558092797387204,0.018163970433191061,-0.009694870185484622
18,24,-0.0,0.016315359756655143,-0.013182873959481192,0.016287915837278101,0.016121764759950419,-0.0051683910787321428
18,25,-0.0076261858743684697,-0.014840158995669123,-0.0030273823287644583,-0.016872731269768938,-0.02121452245525576,-0.0049965388941800096
18,26,0.023015169780570527,-0.010196005401601049,-0.02214159933179783,-0.0,-0.00051677356043242008,0.011513028606955087
18,28,0.017376863921600857,0.0097691504042857202,-0.021593296659823409,0.0,-0.01512405660737497,0.0016469566548096691
18,29,-0.002743506930042099,0.010465790056504427,0.010931280406452902,-0.018484808778569308,0.010314225166350258,0.018795177615910048
18,30,0.0,-0.012380172856816271,0.00026567240924607664,-0.023112404812876651,-0.014606927682066645,-0.01257959277507207
18,31,0.023383930766355157,0.0017269573892321321,0.0,0.0068900036639175186,-0.015325243111523156,0.016480950718372349
19,19,2.0,-2.0
19,20,0.020276203776584244,0.0095239896324694363,-0.020449994459894229,0.0035881670532330527
19,21,0.0,-0.0,-0.013708848388908177,0.028221406090902412
19,22,0.019183404596947333,-0.017171758772034279,-0.017710829246949718,-0.00042032565842848153
19,24,-0.023624188491802148,-0.0,0.0040267570145931259,0.017711231858384174,0.0,-0.011846488565507275
19,26,0.018311497684557136,0.019344367618400193,0.016058104680394637,0.0,-0.011212664601289118,-0.0042140692314256555
19,27,0.0091964815000852781,0.00075849732577458267,0.01195132660205488,-0.015626967116525933,0.02486981708632394,0.0
19,28,-0.0086084552822340722,-0.02022231430814464,0.021797569115040487,-0.0026009906886076831,-0.0013258979472089507,0.011819520089019942
